smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
CC#Cc1cc(C)nc(Nc2ccccc2)n1,0,0,1,,,0,0,1,0,0,,0
Cl[Hg]c1ccccc1,0,,,,,1,1,1,,1,,1
C[N+](C)(C)CC(O)CC(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0,,,,,1,,,,,,
O=NN1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1,0,0,,0,0,0,,,0,,0,1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0,0,0,,0,0,0,0,0,0,0,0
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C.O=C(O)CCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
O=Cc1ccccc1O,0,0,0,0,,0,0,0,0,0,0,0
CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,0,0,0,,,0,,,0,0,0,0
CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@@H]1C,0,0,0,0,,0,,,0,,0,0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,,0,,0,,1,0,0,,0
CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,0,0,0,0,0,0,,0,0,0,0,0
CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,,0,,0,0
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,0,0,0,0,0,0,0,0,0,0,,0
CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,0,0,0,0,0,0,,0,0,0,0,0
CC(C)Br,0,0,0,0,0,0,0,0,0,0,0,0
C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,0,,0,,1,1,,1,0,1,1,
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0,0,0,0,1,0,0,0,0,0,0,0
Cc1ccc(NC(N)=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,,0,1,,0,0,,0,,,0
Cc1ccccc1,0,0,0,0,,0,0,0,0,0,0,0
Cc1ccc(N=C=O)cc1N=C=O,0,0,1,0,1,1,0,1,0,0,1,0
Cc1ccccc1S(N)(=O)=O,0,0,0,0,0,0,0,0,0,0,,0
C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CCOc1ccccc1OCC,0,0,0,0,0,0,0,0,0,0,0,0
C1N2CN3CN1CN(C2)C3,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(Cl)ccc1N=CN(C)C,0,0,0,0,0,0,0,0,0,0,,0
[SbH6+3],0,0,0,0,0,0,0,0,0,0,,0
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
Cn1c(N)c(N=O)c(=O)n(C)c1=O,0,0,1,,0,0,0,,0,0,0,0
C[N+]1([O-])CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0,0,1,0,0,0,0,0,0,0,1,0
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,0,0,,,0,0,0,0,0,,,0
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,,0
ClC(Cl)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,0,0,0,0,0,0,1,0,0,,0
Nc1ccc(C(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
Nc1nc2ccccc2s1,0,0,1,,0,0,0,0,0,0,0,0
COc1ccc(OC)c(C[C@H](C)N)c1,0,0,0,0,0,0,0,,0,,0,0
CCCCCCc1ccc(O)cc1O,0,0,0,0,1,0,0,1,0,0,1,0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0,0,0,0,0,0,0,,0,0,0,0
O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0
CCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCC,0,0,,0,0,0,0,,0,0,,0
COc1ccc(/N=N/c2cc(C)c(/N=N/c3ccc(S(=O)(=O)[O-])cc3)cc2OC)cc1,0,0,1,,0,0,0,,0,0,,0
CC1(C)Cc2cccc(N)c2O1,0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)CC[C@H](Nc1ccc([N+](=O)[O-])cc1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(C)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CCCN1C1CCCCC1,0,0,0,0,0,0,0,0,0,0,,0
Cc1ccc(Cl)c(N)c1Cl,0,0,0,0,0,0,0,,0,,0,0
Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1/N=N/c1ccccc1C(F)(F)F,0,0,,0,0,0,0,0,0,0,0,0
COCc1ccc(COC)cc1,0,0,0,0,0,0,0,0,0,0,0,0
Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,0,0,0,0,0,0,0,0,0,0,0,0
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,0,0,,0,0,0,0,0,0,0,1,0
O=CN1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21,0,0,0,0,0,0,0,0,0,0,1,0
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,0,0,0,0,0,0,0,,0,0,0,0
CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1,0,,0,,,0,1,1,,,1,
Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,0,0,0,,0,0,0,0,0,,1,
O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,0,0,1,0,,0,0,1,0,0,,0
COc1cc(C=O)cc2c1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O,0,,0,,,0,,,0,0,0,1
Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,0,0,0,0,0,0,0,,0,,,0
Cc1oc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1C(C)(C)O,0,0,1,1,,0,,,0,0,1,0
COc1ccc(-n2nc(C(F)F)cc2-c2ccc(S(C)=O)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
OCCc1ccccc1,0,1,0,0,0,0,0,0,0,0,0,0
NC=O,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)c1ccccc1C(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0
NC(Cc1ccc(F)cc1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,0,,1,0,,0,,,,0,1,0
O=C(Cl)c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCC1CCC(=O)O1,0,0,0,0,0,0,0,0,0,0,0,0
O=CNc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,1,0,,1,1,0,1,0,0,0,
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,0,0,0,0,0,0,0,0,0,0,0,
CC(=O)OC(C)C[N+](C)(C)C,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,0,0,0,0,1,0,0,,0,,0,0
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)/C=C(\C)OP(=O)(OC)OC,0,0,0,1,,,0,,0,,0,0
CCCC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,,0
O=P1(N(CCCl)CCCl)NCCCO1,0,0,0,0,1,0,0,0,0,0,0,0
C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,0,0,0,1,,0,,,,0,,1
CCS(=O)(=O)CCSP(=O)(OC)OC,0,0,0,0,0,0,0,1,0,0,0,0
C1CCC2OC2C1,0,0,0,0,,0,0,,0,0,0,0
O=C1C=CCCC1,0,0,0,0,0,0,0,0,0,0,0,0
C1CCCC1,,0,0,,,0,0,0,0,0,0,0
c1cc2c3c(c1)ccc1cccc(c13)C2,0,0,0,0,0,0,0,0,0,0,,0
Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,0,0,0,,,0,0,0,0,0,1,0
N#Cc1ccccc1C#N,0,0,0,,0,0,0,0,0,0,0,0
CC1=CC[C@H](C(C)C)C=C1,0,0,0,0,0,0,0,,0,0,0,0
O=C(Cl)OCCOCCOC(=O)Cl,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)CCc1ccc(OC(C)=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
O=c1c(O)c(O)c1=O,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0
CC1=Nc2ccccc2C1(C)C,0,0,0,,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,0,0,1,,0,0,0,0,0,1,0
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,0,0,1,0,1,0,0,,0,0,,0
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,0,0,0,0,0,0,,0,0,0,,0
COc1nc(N)nc2nc[nH]c12,0,0,1,0,0,0,0,0,0,0,0,0
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1,0,0,0,0,0,0,0,,0,,0,0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0,,,,,0,,,,0,,0
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,0,0,1,1,0,0,0,,0,0,,0
O=P(O)(O)O,0,0,0,0,0,0,0,0,0,0,0,0
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0,0,0,0,0,0,0,0,0,0,,0
Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,0,0,0,0,0,0,,0,0,0,0,1
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0,0,0,1,0,0,0,1,0,1,0,1
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,1,1,0,,1,1,0,0,0,0,,0
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,,,,,,,,1,,0,,
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,0,0,0,0,0,0,0,0,0,0,,0
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,0,0,,0,0,0,0,0,0,0,0,0
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0,0,0,0,1,0,0,,0,,0,0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1,1,,0,1,1,,,,0,0,,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,0,0,0,0,0,,0,0,0,0
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0,0,0,0,0,0,0,0,0,0,,0
CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,,0,,,,0,,0,,0,
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,0,0,0,0,0,0,,0,0,0,,0
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,0,0,0,0,0,0,0,,0,0,0,0
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,0,0,0,0,,0,0,0,0,0,0,0
O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,0,0,0,0,0,0,0,0,0,0,,0
C=CC(=O)OCCCC,1,1,0,0,0,0,0,0,0,0,0,0
C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,0,0,0,,,0,0,,0,0,,
CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,0,0,,0,,0,0,0,0,0,0,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,,,,,,0,,
CC(C)C[C@@H]1[C@H](c2ccccc2)OC(=O)N1CCCN1CCCCCC1,,,,,,,,0,,0,,
CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,,,,,,,,,,0,,
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,,,,,,,,0,,,,
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,,,,,,,,0,,0,,
CCC(CN)=C(c1ccccc1)c1ccccc1,,,,,,,,,,0,,
Cc1ccc(-c2ccccc2C#N)cc1,,,,,,,,0,,0,,
COCCc1ccccn1,,,,,,,,0,,0,,
CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,,,,,,,,,,0,,
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,,,,,,,,0,,,,
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,0,0,0,,0,,1,,1,,,1
Cc1ccc(C=O)cc1C,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)NC(=O)c1ccccc1N,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)CONC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,0,,0,,0,0,0,0,0,,,0
O=C(Nc1ccccc1)c1ccccc1I,0,0,1,,0,0,0,1,0,0,,0
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,0,0,1,,0,0,0,0,0,0,0,0
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,0,0,0,,1,1,,1,0,0,,0
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,0,0,0,,,0,0,0,0,0,,0
CC12CCC(C1)C(C)(C)C2O,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)C(=O)OC(C)C,0,0,0,0,0,0,0,0,0,0,,0
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,0,0,0,0,,0,1,1,0,,,
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,0,0,0,,0,0,0,0,0,0,0,0
N=C(N)N1CCc2ccccc2C1.N=C(N)N1CCc2ccccc2C1,,,,,,,,0,,0,,
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOc1ccc(OCCCN2CCOCC2)cc1,0,0,,,0,0,0,1,0,0,,0
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,0,0,0,0,,0,0,0,0,0,,0
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(CCCN(C)C)CCCN(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,0,0,0,0,0,0,0,,0,,,1
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,0,0,,0,,0,0,,0,0,,
CN(C)CCCNCCCN(C)C,0,0,0,0,0,0,0,0,0,0,0,0
Fc1ccc(Br)cc1,0,0,0,0,0,0,0,0,0,0,0,0
c1c[nH]cn1,0,0,0,0,0,0,0,0,0,0,0,0
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,0,0,0,0,0,0,0,0,0
CCC[N+](CCC)(CCC)CCC,0,0,0,0,0,0,0,0,0,0,0,0
O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C1CC=C(C)CC1,1,0,0,0,0,0,0,0,0,0,0,0
NC(CSCC(=O)O)C(=O)O,,,,,,,,0,,0,,
CN1C2=CC(=O)C(=NNC(N)=O)C=C2CC1S(=O)(=O)[O-],0,0,0,0,0,0,0,,0,,0,0
C[N+](C)(C)CCOC(N)=O,0,0,0,0,0,0,,0,0,0,0,0
NC(=O)N1c2ccccc2C=Cc2ccccc21,1,1,0,0,0,0,0,0,0,0,0,0
CCOC(=O)n1ccn(C)c1=S,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)c1cccc(O)c1,0,0,1,0,0,0,0,,0,0,1,0
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0,0,0,0,0,0,0,0,0,0,,0
COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,0,0,0,0,0,0,0,,0,,0,0
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,0,0,,1,,0,,,,,,1
CC(=O)CCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0,0,0,0,1,0,0,0,0,0,0,0
CCCCCCCC=O,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)O,0,0,0,0,1,1,0,0,0,0,0,0
CCCCCCCCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)CCCCCCCC(=O)O,0,0,0,0,1,1,0,0,0,0,0,0
CCCC(=O)C(=O)O,0,0,0,0,0,0,0,,0,0,0,0
O=C(O)CC(=O)C(=O)O,0,0,0,0,0,0,0,,0,0,0,0
CCCCCCCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1,,1,,,,0,1,1,0,,0
CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,1,0,0,,0,0,0,0,0,0,0,0
Nc1ccc(C(=O)NCC(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0,0,0,1,0,,0,0,0,,,
CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,,,,1,,0,,
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0,0,0,0,0,0,0,0,0,0,0,0
Nc1cccc2ccccc12,0,0,1,0,0,0,0,,0,0,0,0
Nc1ccc2ccccc2c1,0,0,1,,0,0,0,0,0,0,0,0
CCCCN(CCCC)C(=S)S[Ni]SC(=S)N(CCCC)CCCC,0,0,0,0,,0,0,0,0,0,0,0
[Ni+2],0,0,0,0,0,0,0,0,0,0,,0
NC(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0,0,,0,1,0,0,,0,,0,0
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,0,,,,,,,,1,,1,
c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,1,0,1,,1,0,0,,1,0,,0
Nc1nnnn1-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)O[AlH3](O)O,1,0,0,,0,0,0,,0,,0,0
CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0,0,0,0,0,0,0,0,0,0,0,0
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,,0
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0,0,0,0,0,0,0,0,0,0,0,0
CO[C@H]1C[C@H](O[C@@H]2C(C)=CC[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OCC(=CC=C[C@@H]2C)[C@@]34O)O[C@@H](C)[C@@H]1O,0,0,0,0,0,0,0,,0,,,0
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0,0,0,0,0,0,1,,0,,,
CC(=O)Oc1cccc(O)c1,0,0,0,0,0,0,0,0,0,0,0,0
CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)cc1,0,0,0,0,0,0,0,,0,,1,0
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,1,,0,0,0,,0,0,1,0
Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0,0,0,0,0,0,0,,0,,0,0
COc1ccc2cc([C@H](C)CO)ccc2c1,0,0,,,1,0,0,,0,,0,0
CO[Si](CCCNc1ccccc1)(OC)OC,0,0,0,0,0,0,0,,0,,0,0
C#CCN(C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CN1C(=O)CC(c2ccccc2)C1=O,0,0,0,0,,0,0,0,0,0,0,0
NC(Cc1ccccc1)C(=O)O,0,0,0,,,0,0,,0,,0,0
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0,0,0,0,,0,0,,0,0,,
CCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC(C)=O,0,0,0,0,0,0,0,0,0,1,0,0
CCOC(=O)CCCCCCCCC(=O)OCC,0,0,0,0,,0,0,0,0,0,0,0
CC(=O)CCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
